"Category","Map","Region","Time","Method_or_Pool","Min_Level","Max_Level","Rate_A","Species_A","Rate_B","Species_B","Rate_C","Species_C","Rate_D","Species_D"
"Standard","MAP_VERMILION_CITY_HNS","","Any","Fishing","70","84","30","TIRTOUGA","30","POLIWHIRL","30","SEADRA","10","TOXAPEX"
"Standard","MAP_VERMILION_CITY_HNS","","Any","Land","70","84","30","BISHARP","30","WEAVILE","30","REUNICLUS","10","GOTHITELLE"
"Standard","MAP_VERMILION_CITY_HNS","","Any","Surf","70","84","30","BRUXISH","30","AZUMARILL","30","CRAMORANT","10","DRACOVISH"
"Standard","MAP_VERMILION_CITY_PORT_OUTSIDE_HNS","","Any","Fishing","70","84","30","PALPITOAD","30","SEALEO","30","BARRASKEWDA","10","DONDOZO"
"Standard","MAP_VERMILION_CITY_PORT_OUTSIDE_HNS","","Any","Land","70","84","30","LYCANROC_MIDDAY","30","EXCADRILL","30","COALOSSAL","10","VANILLUXE"
"Standard","MAP_VERMILION_CITY_PORT_OUTSIDE_HNS","","Any","Surf","70","84","30","CARVANHA","30","BARBOACH","30","BASCULEGION_M","10","GASTRODON_WEST"
"Standard","MAP_VICTORY_ROAD_KANTO_1F_HNS","","Day","Fishing","64","67","30","ARCTOVISH","30","DRACOVISH","30","DONDOZO","10","MILOTIC"
"Standard","MAP_VICTORY_ROAD_KANTO_1F_HNS","","Day","Surf","64","67","30","RELICANTH","30","DREDNAW","30","LAPRAS","10","DONDOZO"
"Standard","MAP_VICTORY_ROAD_KANTO_B1F_HNS","","Day","Fishing","64","67","30","BRUXISH","30","ARCTOVISH","30","MILOTIC","10","GYARADOS"
"Standard","MAP_VICTORY_ROAD_KANTO_B1F_HNS","","Day","Surf","64","67","30","CRAMORANT","30","RELICANTH","30","DRACOVISH","10","DONDOZO"
"Standard","MAP_VICTORY_ROAD_KANTO_B2F_HNS","","Day","Fishing","63","66","30","BASCULIN_RED_STRIPED","30","TATSUGIRI_CURLY","30","DREDNAW","10","LAPRAS"
"Standard","MAP_VICTORY_ROAD_KANTO_B2F_HNS","","Day","Surf","63","66","30","OCTILLERY","30","ARCTOVISH","30","MILOTIC","10","GYARADOS"
"Standard","MAP_VIOLET_CITY_HNS","","Any","Fishing","8","12","30","GOLDEEN","30","BARBOACH","30","CORPHISH","10","FEEBAS"
"Standard","MAP_VIOLET_CITY_HNS","","Any","Land","8","12","30","PIKIPEK","30","SLAKOTH","30","WOOPER","10","ABRA"
"Standard","MAP_VIOLET_CITY_HNS","","Any","Surf","8","12","30","POLIWAG","30","WOOPER","30","LOTAD","10","SURSKIT"
"Standard","MAP_VIRIDIAN_CITY_HNS","","Any","Fishing","70","84","30","SPHEAL","30","CORPHISH","30","LUVDISC","10","BASCULEGION_M"
"Standard","MAP_VIRIDIAN_CITY_HNS","","Any","Land","70","84","30","PYROAR","30","ZOROARK","30","GOTHITELLE","10","PORYGON_Z"
"Standard","MAP_VIRIDIAN_CITY_HNS","","Any","Surf","70","84","30","SHELLOS_WEST","30","BUIZEL","30","FINNEON","10","MANTYKE"
"Standard","MAP_VIRIDIAN_FOREST_HNS","","Day","Land","70","84","30","TOEDSCRUEL","30","TANGROWTH","30","FLORGES_RED","10","HYDRAPPLE"
"Standard","MAP_VIRIDIAN_FOREST_HNS","","Night","Land","70","84","30","CENTISKORCH","30","GOLISOPOD","30","GLIMMORA","10","TSAREENA"
"Standard","MAP_WHIRL_ISLANDS_1F_HNS","","Any","Fishing","40","43","30","WAILMER","30","POLIWHIRL","30","VELUZA","10","RELICANTH"
"Standard","MAP_WHIRL_ISLANDS_1F_HNS","","Any","Land","40","43","30","TRAPINCH","30","RATTATA","30","JANGMO_O","10","EISCUE_ICE"
"Standard","MAP_WHIRL_ISLANDS_1F_HNS","","Any","Rock Smash","40","43","30","NACLSTACK","30","TOGEDEMARU","30","ARCHEN","10","PASSIMIAN"
"Standard","MAP_WHIRL_ISLANDS_1F_HNS","","Any","Surf","40","43","30","LUVDISC","30","CORSOLA","30","SEADRA","10","LANTURN"
"Standard","MAP_WHIRL_ISLANDS_B1F_HNS","","Any","Fishing","41","44","30","BUIZEL","30","FINNEON","30","POLIWHIRL","10","VELUZA"
"Standard","MAP_WHIRL_ISLANDS_B1F_HNS","","Any","Land","41","44","30","LAMPENT","30","APPLIN","30","CUBCHOO","10","SNORUNT"
"Standard","MAP_WHIRL_ISLANDS_B1F_HNS","","Any","Rock Smash","41","44","30","STONJOURNER","30","AMAURA","30","SILICOBRA","10","GLIGAR"
"Standard","MAP_WHIRL_ISLANDS_B1F_HNS","","Any","Surf","41","44","30","CLAUNCHER","30","OMANYTE","30","TIRTOUGA","10","MANTYKE"
"Standard","MAP_WHIRL_ISLANDS_B1F_INNER_HNS","","Day","Fishing","42","45","30","MARILL","30","KABUTO","30","ARAQUANID","10","LAPRAS"
"Standard","MAP_WHIRL_ISLANDS_B1F_INNER_HNS","","Day","Land","42","45","30","TINKATINK","30","BAGON","30","SNEASEL","10","DRAGONAIR"
"Standard","MAP_WHIRL_ISLANDS_B1F_INNER_HNS","","Day","Rock Smash","42","45","30","CASCOON","30","CUFANT","30","MUDBRAY","10","CARKOL"
"Standard","MAP_WHIRL_ISLANDS_B1F_INNER_HNS","","Day","Surf","42","45","30","WAILMER","30","PELIPPER","30","WHISCASH","10","SHARPEDO"
"Standard","MAP_WHIRL_ISLANDS_B2F_HNS","","Any","Fishing","42","45","30","PALPITOAD","30","SEALEO","30","CRAWDAUNT","10","BRUXISH"
"Standard","MAP_WHIRL_ISLANDS_B2F_HNS","","Any","Land","42","45","30","NOIBAT","30","MAGBY","30","DUSCLOPS","10","VANILLITE"
"Standard","MAP_WHIRL_ISLANDS_B2F_HNS","","Any","Rock Smash","42","45","30","BELDUM","30","ARCTOZOLT","30","LAIRON","10","MAGNETON"
"Standard","MAP_WHIRL_ISLANDS_B2F_HNS","","Any","Surf","42","45","30","BASCULIN_RED_STRIPED","30","PALPITOAD","30","LUMINEON","10","RELICANTH"
"Standard","MAP_WHIRL_ISLANDS_B3F_HNS","","Day","Fishing","43","46","30","SEADRA","30","BRUXISH","30","ARAQUANID","10","CRAMORANT"
"Standard","MAP_WHIRL_ISLANDS_B3F_HNS","","Day","Land","43","46","30","SHUPPET","30","DEINO","30","PILOSWINE","10","SWINUB"
"Standard","MAP_WHIRL_ISLANDS_B3F_HNS","","Day","Rock Smash","43","46","30","MINIOR_METEOR","30","MAWILE","30","DUGTRIO","10","LOKIX"
"Standard","MAP_WHIRL_ISLANDS_B3F_HNS","","Day","Surf","43","46","30","VELUZA","30","WUGTRIO","30","PALAFIN_ZERO","10","ARCTOVISH"
"Standard","MAP_WHIRL_ISLANDS_DESCENT_HNS","","Day","Fishing","43","46","30","CORSOLA","30","POLIWHIRL","30","SEADRA","10","PELIPPER"
"Standard","MAP_WHIRL_ISLANDS_DESCENT_HNS","","Day","Land","43","46","30","DUSKULL","30","GOOMY","30","VANILLISH","10","BRELOOM"
"Standard","MAP_WHIRL_ISLANDS_DESCENT_HNS","","Day","Rock Smash","43","46","30","KLINK","30","TINKATUFF","30","GURDURR","10","KLANG"
"Standard","MAP_WHIRL_ISLANDS_DESCENT_HNS","","Day","Surf","43","46","30","CARVANHA","30","BARBOACH","30","CORPHISH","10","LAPRAS"
"Headbutt","MAP_ILEX_FOREST_HNS","Johto","any","headbutt_mons","24","27","30","Pineco","30","Nincada","30","Paras","10","Heracross"
"Headbutt","MAP_NATIONAL_PARK_BUG_CONTEST_HNS","Johto","any","headbutt_mons","26","29","30","Helioptile","30","Toedscool","30","Rufflet","10","Pumpkaboo"
"Headbutt","MAP_NATIONAL_PARK_NORMAL_HNS","Johto","any","headbutt_mons","26","29","30","Snom","30","Swablu","30","Foongus","10","Capsakid"
"Headbutt","MAP_VIRIDIAN_FOREST_HNS","Kanto","any","headbutt_mons","70","84","30","Scyther","30","Centiskorch","30","Kleavor","10","Vikavolt"
"Safari","MAP_SAFARI_ZONE_TOP_LEFT_HNS","Johto","any","safari_pool_a","37","40","30","Beedrill","30","Deerling (Spring Form)","30","Dustox","10","Wigglytuff"
"Safari","MAP_SAFARI_ZONE_TOP_LEFT_HNS","Johto","any","safari_pool_b","37","40","30","Beautifly","30","Butterfree","30","Ledyba","10","Yanma"
"Safari","MAP_SAFARI_ZONE_TOP_LEFT_HNS","Johto","any","safari_pool_c","37","40","30","Combee","30","Hoppip","30","Igglybuff","10","Tropius"
"Safari","MAP_SAFARI_ZONE_TOP_LEFT_HNS","Johto","any","safari_pool_d","37","40","30","Illumise","30","Karrablast","30","Mime Jr.","10","Volbeat"
"Safari","MAP_SAFARI_ZONE_TOP_LEFT_HNS","Johto","any","safari_pool_e","37","40","30","Burmy (Plant Cloak)","30","Kricketot","30","Shelmet","10","Maractus"
"Safari","MAP_SAFARI_ZONE_TOP_MID_HNS","Johto","any","safari_pool_a","38","41","30","Dedenne","30","Natu","30","Woobat","10","Girafarig"
"Safari","MAP_SAFARI_ZONE_TOP_MID_HNS","Johto","any","safari_pool_b","38","41","30","Fidough","30","Snubbull","30","Spritzee","10","Swirlix"
"Safari","MAP_SAFARI_ZONE_TOP_MID_HNS","Johto","any","safari_pool_c","38","41","30","Cleffa","30","Milcery","30","Togepi","10","Espurr"
"Safari","MAP_SAFARI_ZONE_TOP_MID_HNS","Johto","any","safari_pool_d","38","41","30","Drowzee","30","Munna","30","Spoink","10","Elgyem"
"Safari","MAP_SAFARI_ZONE_TOP_MID_HNS","Johto","any","safari_pool_e","38","41","30","Lillipup","30","Wooloo","30","Wynaut","10","Chingling"
"Safari","MAP_SAFARI_ZONE_LOW_MID_HNS","Johto","any","safari_pool_a","39","42","30","Chatot","30","Doduo","30","Farfetch'd","10","Stunfisk"
"Safari","MAP_SAFARI_ZONE_LOW_MID_HNS","Johto","any","safari_pool_b","39","42","30","Emolga","30","Furfrou (Natural Form)","30","Hoothoot","10","Komala"
"Safari","MAP_SAFARI_ZONE_LOW_MID_HNS","Johto","any","safari_pool_c","39","42","30","Castform","30","Kecleon","30","Zangoose","10","Stantler"
"Safari","MAP_SAFARI_ZONE_LOW_MID_HNS","Johto","any","safari_pool_d","39","42","30","Aipom","30","Lickitung","30","Spinda","10","Dunsparce"
"Safari","MAP_SAFARI_ZONE_LOW_MID_HNS","Johto","any","safari_pool_e","39","42","30","Glameow","30","Minccino","30","Skwovet","10","Buneary"
"Safari","MAP_SAFARI_ZONE_TOP_RIGHT_HNS","Johto","any","safari_pool_a","39","42","30","Clamperl","30","Pyukumuku","30","Qwilfish","10","Alomomola"
"Safari","MAP_SAFARI_ZONE_TOP_RIGHT_HNS","Johto","any","safari_pool_b","39","42","30","Ducklett","30","Panpour","30","Skiddo","10","Carnivine"
"Safari","MAP_SAFARI_ZONE_TOP_RIGHT_HNS","Johto","any","safari_pool_c","39","42","30","Chikorita","30","Pansage","30","Shroodle","10","Cacnea"
"Safari","MAP_SAFARI_ZONE_TOP_RIGHT_HNS","Johto","any","safari_pool_d","39","42","30","Gossifleur","30","Seedot","30","Sunkern","10","Cherubi"
"Safari","MAP_SAFARI_ZONE_TOP_RIGHT_HNS","Johto","any","safari_pool_e","39","42","30","Minun","30","Pachirisu","30","Plusle","10","Pincurchin"
"Safari","MAP_SAFARI_ZONE_LOW_LEFT_HNS","Johto","any","safari_pool_a","40","43","30","Lunatone","30","Nosepass","30","Solrock","10","Klawf"
"Safari","MAP_SAFARI_ZONE_LOW_LEFT_HNS","Johto","any","safari_pool_b","40","43","30","Bonsly","30","Klefki","30","Pansear","10","Orthworm"
"Safari","MAP_SAFARI_ZONE_LOW_LEFT_HNS","Johto","any","safari_pool_c","40","43","30","Flittle","30","Patrat","30","Skitty","10","Bronzor"
"Safari","MAP_SAFARI_ZONE_LOW_LEFT_HNS","Johto","any","safari_pool_d","40","43","30","Bidoof","30","Smeargle","30","Yungoos","10","Lechonk"
"Safari","MAP_SAFARI_ZONE_LOW_LEFT_HNS","Johto","any","safari_pool_e","40","43","30","Bunnelby","30","Happiny","30","Whismur","10","Zigzagoon"
"Safari","MAP_SAFARI_ZONE_LOW_RIGHT_HNS","Johto","any","safari_pool_a","41","44","30","Delibird","30","Frillish","30","Smoochum","10","Maschiff"
"Safari","MAP_SAFARI_ZONE_LOW_RIGHT_HNS","Johto","any","safari_pool_b","41","44","30","Bramblin","30","Nickit","30","Purrloin","10","Inkay"
"Safari","MAP_SAFARI_ZONE_LOW_RIGHT_HNS","Johto","any","safari_pool_c","41","44","30","Greavard","30","Poochyena","30","Yamask","10","Drifloon"
"Safari","MAP_SAFARI_ZONE_LOW_RIGHT_HNS","Johto","any","safari_pool_d","41","44","30","Pichu","30","Poipole","30","Stunky","10","Seviper"
"Safari","MAP_SAFARI_ZONE_LOW_RIGHT_HNS","Johto","any","safari_pool_e","41","44","30","Gulpin","30","Makuhita","30","Trubbish","10","Falinks"
"Safari","MAP_FUCHSIA_CITY_SAFARI_ZONE_BEACH_HNS","Kanto","any","safari_pool_a","68","72","30","Poliwrath","30","Primarina","30","Quaquaval","10","Swampert"
"Safari","MAP_FUCHSIA_CITY_SAFARI_ZONE_BEACH_HNS","Kanto","any","safari_pool_b","68","72","30","Greninja","30","Inteleon","30","Kingdra","10","Walking Wake"
"Safari","MAP_FUCHSIA_CITY_SAFARI_ZONE_BEACH_HNS","Kanto","any","safari_pool_c","68","72","30","Blastoise","30","Empoleon","30","Samurott","10","Feraligatr"
"Safari","MAP_FUCHSIA_CITY_SAFARI_ZONE_BEACH_HNS","Kanto","any","safari_pool_d","68","72","30","Charizard","30","Ludicolo","30","Politoed","10","Slither Wing"
"Safari","MAP_FUCHSIA_CITY_SAFARI_ZONE_BEACH_HNS","Kanto","any","safari_pool_e","68","72","30","Buzzwole","30","Iron Bundle","30","Pheromosa","10","Iron Valiant"
"Safari","MAP_FUCHSIA_CITY_SAFARI_ZONE_BEACH_HNS","Kanto","any","safari_pool_f","68","72","30","Clefable","30","Miltank","30","Stoutland","10","Slaking"
"Safari","MAP_FUCHSIA_CITY_SAFARI_ZONE_CAVE_HNS","Kanto","any","safari_pool_a","71","75","30","Iron Crown","30","Roaring Moon","30","Spiritomb","10","Iron Boulder"
"Safari","MAP_FUCHSIA_CITY_SAFARI_ZONE_CAVE_HNS","Kanto","any","safari_pool_b","71","75","30","Gengar","30","Nihilego","30","Obstagoon","10","Guzzlord"
"Safari","MAP_FUCHSIA_CITY_SAFARI_ZONE_CAVE_HNS","Kanto","any","safari_pool_c","71","75","30","Bellossom","30","Meganium","30","Shiftry","10","Iron Jugulis"
"Safari","MAP_FUCHSIA_CITY_SAFARI_ZONE_CAVE_HNS","Kanto","any","safari_pool_d","71","75","30","Alakazam","30","Celesteela","30","Sigilyph","10","Flutter Mane"
"Safari","MAP_FUCHSIA_CITY_SAFARI_ZONE_CAVE_HNS","Kanto","any","safari_pool_e","71","75","30","Exploud","30","Machamp","30","Mr. Rime","10","Crobat"
"Safari","MAP_FUCHSIA_CITY_SAFARI_ZONE_CAVE_HNS","Kanto","any","safari_pool_f","71","75","30","Ampharos","30","Durant","30","Raichu","10","Xurkitree"
"Safari","MAP_FUCHSIA_CITY_SAFARI_ZONE_MOUNTAIN_HNS","Kanto","any","safari_pool_a","72","76","30","Flygon","30","Iron Treads","30","Stakataka","10","Gouging Fire"
"Safari","MAP_FUCHSIA_CITY_SAFARI_ZONE_MOUNTAIN_HNS","Kanto","any","safari_pool_b","72","76","30","Great Tusk","30","Infernape","30","Sandy Shocks","10","Iron Thorns"
"Safari","MAP_FUCHSIA_CITY_SAFARI_ZONE_MOUNTAIN_HNS","Kanto","any","safari_pool_c","72","76","30","Blaziken","30","Carbink","30","Emboar","10","Raging Bolt"
"Safari","MAP_FUCHSIA_CITY_SAFARI_ZONE_MOUNTAIN_HNS","Kanto","any","safari_pool_d","72","76","30","Blacephalon","30","Durant","30","Typhlosion","10","Iron Moth"
"Safari","MAP_FUCHSIA_CITY_SAFARI_ZONE_MOUNTAIN_HNS","Kanto","any","safari_pool_e","72","76","30","Cinderace","30","Incineroar","30","Skeledirge","10","Delphox"
"Safari","MAP_FUCHSIA_CITY_SAFARI_ZONE_MOUNTAIN_HNS","Kanto","any","safari_pool_f","72","76","30","Druddigon","30","Heatmor","30","Pawmot","10","Iron Hands"
"Safari","MAP_FUCHSIA_CITY_SAFARI_ZONE_BRUSH_HNS","Kanto","any","safari_pool_a","69","73","30","Arboliva","30","Leavanny","30","Victreebel","10","Venusaur"
"Safari","MAP_FUCHSIA_CITY_SAFARI_ZONE_BRUSH_HNS","Kanto","any","safari_pool_b","69","73","30","Jumpluff","30","Orbeetle","30","Scolipede","10","Iron Leaves"
"Safari","MAP_FUCHSIA_CITY_SAFARI_ZONE_BRUSH_HNS","Kanto","any","safari_pool_c","69","73","30","Gardevoir","30","Kartana","30","Togekiss","10","Scream Tail"
"Safari","MAP_FUCHSIA_CITY_SAFARI_ZONE_BRUSH_HNS","Kanto","any","safari_pool_d","69","73","30","Meowscarada","30","Rillaboom","30","Sceptile","10","Brute Bonnet"
"Safari","MAP_FUCHSIA_CITY_SAFARI_ZONE_BRUSH_HNS","Kanto","any","safari_pool_e","69","73","30","Chesnaught","30","Serperior","30","Torterra","10","Decidueye"
